,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,SUDOESTE,"-15,848741","-48,067949",1359,23.0,163.80,25,1.8
1,Águas Claras,"-15,835755","-48,023704",370,6.3,216.84,8,2.2
2,Recanto das Emas,"-15,91697","-48,101851",119,2.0,89.85,3,2.5
3,Samambaia,"-15,874647","-48,101735",390,6.6,159.21,11,2.8
4,Taguatinga,"-15,829303","-48,055925",388,6.6,186.38,3,0.8
5,Vicente Pires,"-15,80135","-48,029207",92,1.6,125.25,0,0.0
6,CENTRAL,"-15,787416","-47,904364",1113,18.9,283.42,7,0.6
7,Plano Piloto,"-15,79558","-47,880991",673,11.4,292.21,5,0.7
8,Sudoeste/Octogonal,"-15,791981","-47,929973",118,2.0,213.54,1,0.8
9,Cruzeiro,"-15,783461","-47,935849",65,1.1,210.67,0,0.0
10,Lago Norte,"-15,716136","-47,872314",88,1.5,237.02,0,0.0
11,Lago Sul,"-15,866769","-47,863069",164,2.8,540.90,1,0.6
12,Varjão do Torto,"-15,709046","-47,878307",5,0.1,56.63,0,0.0
13,CENTRO SUL,"-15,832904","-47,964603",536,9.1,140.76,18,3.4
14,Candangolândia,"-15,850394","-47,948315",24,0.4,146.90,1,4.2
15,Parkway,"-15,912218","-47,958777",54,0.9,234.19,0,0.0
16,Guará,"-15,819059","-47,97966",260,4.4,184.97,9,3.5
17,Núcleo Bandeirante,"-15,872164","-47,968502",42,0.7,174.86,1,2.4
18,Riacho Fundo I,"-15,882885","-48,016893",86,1.5,196.28,4,4.7
19,Riacho Fundo II,"-15,924313","-48,037374",29,0.5,30.98,1,3.4
20,SCIA (Estrutural),"-15,783705","-47,987222",37,0.6,100.63,2,5.4
21,SIA,"-15,802812","-47,960215",4,0.1,152.61,0,0.0
22,NORTE,"-15,661909","-47,813598",470,8.0,132.39,8,1.7
23,Fercal,"-15,598803","-47,86915",7,0.1,73.90,0,0.0
24,Planaltina,"-15,713838","-47,520359",235,4.0,119.85,6,2.6
25,Sobradinho I,"-15,653501","-47,802874",202,3.4,283.85,2,1.0
26,Sobradinho II,"-15,621837","-47,803434",26,0.4,33.21,0,0.0
27,SUL,"-16,025131","-48,051063",444,7.5,162.66,10,2.3
28,Gama,"-15,99793","-48,145463",263,4.5,183.04,4,1.5
29,Santa Maria,"-16,024697","-47,990179",181,3.1,140.02,6,3.3
30,OESTE,"-15,76191","-48,139419",655,11.1,128.97,24,3.7
31,Brazlândia,"-15,631225","-48,131325",80,1.4,124.95,1,1.3
32,Ceilândia,"-15,817297","-48,170523",575,9.7,129.56,23,4.0
33,LESTE,"-15,835614","-47,715819",416,7.0,132.67,6,1.4
34,Itapoã,"-15,744747","-47,764271",31,0.5,47.88,1,3.2
35,Paranoá,"-15,931541","-47,525609",127,2.2,170.04,0,0.0
36,São Sebastião,"-15,934012","-47,756858",170,2.9,146.57,2,1.2
37,Jardim Botânico,"-15,855691","-47,809974",88,1.5,151.36,2,2.3
38,População Privada de Liberdade,"-15,90473","-47,80732",667,11.3,4967.97,1,0.1
39,RA em Investigação,nan,nan,242,4.1,0,0.0,
