,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2020-09-24,SUDOESTE,"-15,848741","-48,067949",45403,27.7,5472,844,1.9
1,2020-09-24,Águas Claras,"-15,835755","-48,023704",9460,5.8,5543,93,1.0
2,2020-09-24,Recanto das Emas,"-15,91697","-48,101851",5100,3.1,3850,128,2.5
3,2020-09-24,Samambaia,"-15,874647","-48,101735",12117,7.4,4946,246,2.0
4,2020-09-24,Taguatinga,"-15,829303","-48,055925",15355,9.4,7375,319,2.1
5,2020-09-24,Vicente Pires,"-15,80135","-48,029207",3371,2.1,4589,58,1.7
6,2020-09-24,CENTRAL,"-15,787416","-47,904364",24312,14.8,6191,311,1.3
7,2020-09-24,Plano Piloto,"-15,79558","-47,880991",14760,9.0,6408,213,1.4
8,2020-09-24,Sudoeste/Octogonal,"-15,791981","-47,929973",3326,2.0,6019,25,0.8
9,2020-09-24,Cruzeiro,"-15,783461","-47,935849",1785,1.1,5785,24,1.3
10,2020-09-24,Lago Norte,"-15,716136","-47,872314",1732,1.1,4665,19,1.1
11,2020-09-24,Lago Sul,"-15,866769","-47,863069",2440,1.5,8047,26,1.1
12,2020-09-24,CENTRO SUL,"-15,832904","-47,964603",18526,11.3,4865,316,1.7
13,2020-09-24,Candangolândia,"-15,850394","-47,948315",1079,0.7,6604,19,1.8
14,2020-09-24,Parkway,"-15,912218","-47,958777",1172,0.7,5082,24,2.0
15,2020-09-24,Guará,"-15,819059","-47,97966",8269,5.0,5882,144,1.7
16,2020-09-24,Núcleo Bandeirante,"-15,872164","-47,968502",1530,0.9,6369,28,1.8
17,2020-09-24,Riacho Fundo I,"-15,882885","-48,016893",3138,1.9,7161,50,1.6
18,2020-09-24,Riacho Fundo II,"-15,924313","-48,037374",2079,1.3,2220,25,1.2
19,2020-09-24,SCIA (Estrutural),"-15,783705","-47,987222",1190,0.7,3236,26,2.2
20,2020-09-24,SIA,"-15,802812","-47,960215",69,0.0,2632,0,0.0
21,2020-09-24,NORTE,"-15,661909","-47,813598",14342,8.7,4039,295,2.1
22,2020-09-24,Fercal,"-15,598803","-47,86915",113,0.1,1192,1,0.0
23,2020-09-24,Planaltina,"-15,713838","-47,520359",6508,4.0,3318,141,2.2
24,2020-09-24,Sobradinho I,"-15,653501","-47,802874",6684,4.1,9392,130,1.9
25,2020-09-24,Sobradinho II,"-15,621837","-47,803434",1037,0.6,1324,23,2.2
26,2020-09-24,SUL,"-16,025131","-48,051063",15125,9.2,5541,348,2.3
27,2020-09-24,Gama,"-15,99793","-48,145463",8894,5.4,6189,190,2.1
28,2020-09-24,Santa Maria,"-16,024697","-47,990179",6231,3.8,4820,158,2.5
29,2020-09-24,OESTE,"-15,76191","-48,139419",25421,15.5,5005,638,2.5
30,2020-09-24,Brazlândia,"-15,631225","-48,131325",2582,1.6,4032,59,2.3
31,2020-09-24,Ceilândia,"-15,817297","-48,170523",22839,13.9,5145,579,2.5
32,2020-09-24,LESTE,"-15,835614","-47,715819",11989,7.3,3823,152,1.3
33,2020-09-24,Itapoã,"-15,744747","-47,764271",1883,1.1,2908,20,1.1
34,2020-09-24,Paranoá,"-15,931541","-47,525609",3789,2.3,5072,58,1.5
35,2020-09-24,São Sebastião,"-15,934012","-47,756858",4676,2.9,4031,55,1.2
36,2020-09-24,Jardim Botânico,"-15,855691","-47,809974",1641,1.0,2822,15,0.9
37,2020-09-24,População Privada de Liberdade,"-15,90473","-47,80732",1835,1.1,13667,4,0.2
38,2020-09-24,RA em Investigação,nan,nan,7074,4.3,0,0.0,
39,2020-09-24,Total DF,-15.773805,-47.807301,164027,100,5373,2904,1.8
