,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2020-10-12,SUDOESTE,"-15,848741","-48,067949",48777,27.7,5879,925,1.9
1,2020-10-12,Águas Claras,"-15,835755","-48,023704",10172,5.8,5961,102,1.0
2,2020-10-12,Recanto das Emas,"-15,91697","-48,101851",5436,3.1,4104,134,2.5
3,2020-10-12,Samambaia,"-15,874647","-48,101735",12874,7.3,5255,272,2.1
4,2020-10-12,Taguatinga,"-15,829303","-48,055925",16650,9.5,7998,353,2.1
5,2020-10-12,Vicente Pires,"-15,80135","-48,029207",3645,2.1,4962,64,1.8
6,2020-10-12,CENTRAL,"-15,787416","-47,904364",26119,14.9,6651,337,1.3
7,2020-10-12,Plano Piloto,"-15,79558","-47,880991",15790,9.0,6855,229,1.5
8,2020-10-12,Sudoeste/Octogonal,"-15,791981","-47,929973",3584,2.0,6485,27,0.8
9,2020-10-12,Cruzeiro,"-15,783461","-47,935849",1984,1.1,6430,24,1.2
10,2020-10-12,Lago Norte,"-15,716136","-47,872314",1850,1.1,4982,24,1.3
11,2020-10-12,Lago Sul,"-15,866769","-47,863069",2621,1.5,8644,28,1.1
12,2020-10-12,CENTRO SUL,"-15,832904","-47,964603",19835,11.3,5208,356,1.8
13,2020-10-12,Candangolândia,"-15,850394","-47,948315",1168,0.7,7148,19,1.6
14,2020-10-12,Parkway,"-15,912218","-47,958777",1237,0.7,5364,26,2.1
15,2020-10-12,Guará,"-15,819059","-47,97966",8937,5.1,6358,166,1.9
16,2020-10-12,Núcleo Bandeirante,"-15,872164","-47,968502",1663,0.9,6923,32,1.9
17,2020-10-12,Riacho Fundo I,"-15,882885","-48,016893",3355,1.9,7657,57,1.7
18,2020-10-12,Riacho Fundo II,"-15,924313","-48,037374",2177,1.2,2325,29,1.3
19,2020-10-12,SCIA (Estrutural),"-15,783705","-47,987222",1229,0.7,3342,27,2.2
20,2020-10-12,SIA,"-15,802812","-47,960215",69,0.0,2632,0,0.0
21,2020-10-12,NORTE,"-15,661909","-47,813598",15392,8.8,4335,320,2.1
22,2020-10-12,Fercal,"-15,598803","-47,86915",119,0.1,1256,1,0.0
23,2020-10-12,Planaltina,"-15,713838","-47,520359",7011,4.0,3575,157,2.2
24,2020-10-12,Sobradinho I,"-15,653501","-47,802874",7186,4.1,10097,138,1.9
25,2020-10-12,Sobradinho II,"-15,621837","-47,803434",1076,0.6,1374,24,2.2
26,2020-10-12,SUL,"-16,025131","-48,051063",16267,9.3,5959,374,2.3
27,2020-10-12,Gama,"-15,99793","-48,145463",9576,5.4,6664,204,2.1
28,2020-10-12,Santa Maria,"-16,024697","-47,990179",6691,3.8,5175,170,2.5
29,2020-10-12,OESTE,"-15,76191","-48,139419",27574,15.7,5429,688,2.5
30,2020-10-12,Brazlândia,"-15,631225","-48,131325",2761,1.6,4312,65,2.4
31,2020-10-12,Ceilândia,"-15,817297","-48,170523",24813,14.1,5590,623,2.5
32,2020-10-12,LESTE,"-15,835614","-47,715819",12612,7.2,4022,165,1.3
33,2020-10-12,Itapoã,"-15,744747","-47,764271",1943,1.1,3000,22,1.1
34,2020-10-12,Paranoá,"-15,931541","-47,525609",3926,2.2,5256,63,1.6
35,2020-10-12,São Sebastião,"-15,934012","-47,756858",5010,2.9,4319,61,1.2
36,2020-10-12,Jardim Botânico,"-15,855691","-47,809974",1733,1.0,2980,15,0.9
37,2020-10-12,População Privada de Liberdade,"-15,90473","-47,80732",1856,1.1,13823,4,0.2
38,2020-10-12,RA em Investigação,nan,nan,7347,4.2,0,0.0,
39,2020-10-12,Total DF,-15.773805,-47.807301,175779,100,5758,3165,1.8
