,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,Sudoeste,-15.848741,-48.067949,36,17.1,4.34,0,0
1,Águas Claras,-15.835754999999999,-48.023703999999995,24,11.4,14.07,0,0
2,Samambaia,-15.874647,-48.101735,3,1.4,1.22,0,0
3,Taguatinga,-15.829303,-48.055925,6,2.8,2.88,0,0
4,Vicente Pires,-15.80135,-48.029207,3,1.4,4.08,0,0
5,Central,-15.787416,-47.904364,140,66.4,35.65,0,0
6,Plano Piloto,-15.79558,-47.880990999999995,68,32.2,29.53,0,0
7,Sudoeste/Octogonal,-15.791981,-47.929973,23,10.9,41.62,0,0
8,Cruzeiro,-15.783460999999999,-47.935849,4,1.9,12.96,0,0
9,Lago Norte,-15.716135999999999,-47.872314,5,2.4,13.47,0,0
10,Lago Sul,-15.866769,-47.863069,40,19.0,131.93,0,0
11,Varjão do Torto,-15.709045999999999,-47.878307,0,0.0,0.00,0,0
12,Centro Sul,-15.832904000000001,-47.964603000000004,18,8.5,4.73,0,0
13,Candangolândia,-15.850394,-47.948315,0,0.0,0.00,0,0
14,Parkway,-15.912218,-47.958777000000005,4,1.9,17.35,0,0
15,Guará,-15.819059,-47.979659999999996,12,5.7,8.54,0,0
16,Núcleo Bandeirante,-15.872164000000001,-47.968502,1,0.5,4.16,0,0
17,Riacho Fundo I,-15.882885,-48.016892999999996,1,0.5,2.28,0,0
18,Riacho Fundo Ii,-15.924313,-48.037374,0,0.0,0.00,0,0
19,SCIA (Estrutural),-15.783705,-47.987221999999996,0,0.0,0.00,0,0
20,Norte,-15.661909,-47.813598,3,1.4,0.85,0,0
21,Fercal,-15.598803,-47.86915,0,0.0,0.00,0,0
22,Planaltina,-15.713838,-47.520359,0,0.0,0.00,0,0
23,Sobradinho I,-15.653501,-47.802873999999996,2,0.9,2.81,0,0
24,Sobradinho II,-15.621837,-47.803434,1,0.5,1.28,0,0
25,Sul,-16.025131,-48.051063,4,1.9,1.47,0,0
26,Gama,-15.997929999999998,-48.145463,3,1.4,2.09,0,0
27,Santa Maria,-16.024697,-47.990179,1,0.5,0.77,0,0
28,Leste,-15.835614000000001,-47.715819,8,3.8,2.55,0,0
29,Jardim Botânico,-15.855691,-47.809974,4,1.9,6.88,0,0
30,Itapoã,-15.744747,-47.764271,0,0.0,0.00,0,0
31,Paranoá,-15.931541000000001,-47.525609,1,0.5,1.34,0,0
32,São Sebastião,-15.934012,-47.756858,3,1.4,2.59,0,0
33,Oeste,-15.76191,-48.139419000000004,2,0.9,0.39,0,0
34,Brazlândia,-15.631225,-48.131325,0,0.0,0.00,0,0
35,Ceilândia,-15.817297,-48.170522999999996,2,0.9,0.45,0,0
