,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,SUDOESTE,"-15,848741","-48,067949",434,22.9,52.31,9,2.1
1,Águas Claras,"-15,835755","-48,023704",191,10.1,111.93,4,2.1
2,Recanto das Emas,"-15,91697","-48,101851",30,1.6,22.65,1,3.3
3,Samambaia,"-15,874647","-48,101735",83,4.4,33.88,3,3.6
4,Taguatinga,"-15,829303","-48,055925",86,4.5,41.31,1,1.2
5,Vicente Pires,"-15,80135","-48,029207",44,2.3,59.90,0,0.0
6,CENTRAL,"-15,787416","-47,904364",491,25.9,125.03,3,0.6
7,Plano Piloto,"-15,79558","-47,880991",279,14.7,121.14,1,0.4
8,Sudoeste/Octogonal,"-15,791981","-47,929973",65,3.4,117.63,1,1.5
9,Cruzeiro,"-15,783461","-47,935849",19,1.0,61.58,0,0.0
10,Lago Norte,"-15,716136","-47,872314",27,1.4,72.72,0,0.0
11,Lago Sul,"-15,866769","-47,863069",99,5.2,326.52,1,1.0
12,Varjão do Torto,"-15,709046","-47,878307",2,0.1,22.65,0,0.0
13,CENTRO SUL,"-15,832904","-47,964603",204,10.8,53.57,9,4.4
14,Candangolândia,"-15,850394","-47,948315",5,0.3,30.60,0,0.0
15,Parkway,"-15,912218","-47,958777",27,1.4,117.10,0,0.0
16,Guará,"-15,819059","-47,97966",99,5.2,70.43,4,4.0
17,Núcleo Bandeirante,"-15,872164","-47,968502",16,0.8,66.61,1,6.3
18,Riacho Fundo I,"-15,882885","-48,016893",25,1.3,57.06,3,12.0
19,Riacho Fundo II,"-15,924313","-48,037374",11,0.6,11.75,0,0.0
20,SCIA (Estrutural),"-15,783705","-47,987222",20,1.1,54.39,1,5.0
21,SIA,"-15,802812","-47,960215",1,0.1,38.15,0,0.0
22,NORTE,"-15,661909","-47,813598",100,5.3,28.17,1,1.0
23,Fercal,"-15,598803","-47,86915",1,0.1,10.56,0,0.0
24,Planaltina,"-15,713838","-47,520359",51,2.7,26.01,1,2.0
25,Sobradinho I,"-15,653501","-47,802874",42,2.2,59.02,0,0.0
26,Sobradinho II,"-15,621837","-47,803434",6,0.3,7.66,0,0.0
27,SUL,"-16,025131","-48,051063",107,5.7,39.20,6,5.6
28,Gama,"-15,99793","-48,145463",66,3.5,45.93,4,6.1
29,Santa Maria,"-16,024697","-47,990179",41,2.2,31.72,2,4.9
30,OESTE,"-15,76191","-48,139419",108,5.7,21.27,5,4.6
31,Brazlândia,"-15,631225","-48,131325",18,1.0,28.11,0,0.0
32,Ceilândia,"-15,817297","-48,170523",90,4.8,20.28,5,5.6
33,LESTE,"-15,835614","-47,715819",428,22.6,136.50,2,0.5
34,Itapoã,"-15,744747","-47,764271",5,0.3,7.72,0,0.0
35,Paranoá,"-15,931541","-47,525609",15,0.8,20.08,0,0.0
36,São Sebastião,"-15,934012","-47,756858",50,2.6,43.11,0,0.0
37,Jardim Botânico,"-15,855691","-47,809974",41,2.2,70.52,2,4.9
38,População Privada de Liberdade,"-15,90473","-47,80732",317,16.7,2361.09,0,0.0
39,RA em Investigação,nan,nan,21,1.1,0,0,0.0
