,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2020-11-30,SUDOESTE,"-15,848741","-48,067949",55313,27.5,6666,1045,1.9
1,2020-11-30,Águas Claras,"-15,835755","-48,023704",12059,6.0,7067,114,0.9
2,2020-11-30,Recanto das Emas,"-15,91697","-48,101851",5994,3.0,4525,146,2.4
3,2020-11-30,Samambaia,"-15,874647","-48,101735",14147,7.0,5775,310,2.2
4,2020-11-30,Taguatinga,"-15,829303","-48,055925",18855,9.4,9057,404,2.1
5,2020-11-30,Vicente Pires,"-15,80135","-48,029207",4258,2.1,5796,71,1.7
6,2020-11-30,CENTRAL,"-15,787416","-47,904364",31895,15.9,8122,401,1.3
7,2020-11-30,Plano Piloto,"-15,79558","-47,880991",19330,9.6,8393,273,1.4
8,2020-11-30,Sudoeste/Octogonal,"-15,791981","-47,929973",4380,2.2,7926,31,0.7
9,2020-11-30,Cruzeiro,"-15,783461","-47,935849",2373,1.2,7691,31,1.3
10,2020-11-30,Lago Norte,"-15,716136","-47,872314",2310,1.1,6221,28,1.2
11,2020-11-30,Lago Sul,"-15,866769","-47,863069",3182,1.6,10494,33,1.0
12,2020-11-30,CENTRO SUL,"-15,832904","-47,964603",23033,11.5,6048,412,1.8
13,2020-11-30,Candangolândia,"-15,850394","-47,948315",1329,0.7,8134,23,1.7
14,2020-11-30,Parkway,"-15,912218","-47,958777",1519,0.8,6587,32,2.1
15,2020-11-30,Guará,"-15,819059","-47,97966",10588,5.3,7532,191,1.8
16,2020-11-30,Núcleo Bandeirante,"-15,872164","-47,968502",1930,1.0,8035,41,2.1
17,2020-11-30,Riacho Fundo I,"-15,882885","-48,016893",3966,2.0,9051,64,1.6
18,2020-11-30,Riacho Fundo II,"-15,924313","-48,037374",2295,1.1,2451,32,1.4
19,2020-11-30,SCIA (Estrutural),"-15,783705","-47,987222",1334,0.7,3627,29,2.2
20,2020-11-30,SIA,"-15,802812","-47,960215",72,0.0,2747,0,0.0
21,2020-11-30,NORTE,"-15,661909","-47,813598",17436,8.7,4911,365,2.1
22,2020-11-30,Fercal,"-15,598803","-47,86915",127,0.1,1340,1,0.0
23,2020-11-30,Planaltina,"-15,713838","-47,520359",7845,3.9,4000,178,2.3
24,2020-11-30,Sobradinho I,"-15,653501","-47,802874",8281,4.1,11636,159,1.9
25,2020-11-30,Sobradinho II,"-15,621837","-47,803434",1183,0.6,1511,27,2.3
26,2020-11-30,SUL,"-16,025131","-48,051063",18414,9.2,6746,418,2.3
27,2020-11-30,Gama,"-15,99793","-48,145463",10903,5.4,7587,232,2.1
28,2020-11-30,Santa Maria,"-16,024697","-47,990179",7511,3.7,5810,186,2.5
29,2020-11-30,OESTE,"-15,76191","-48,139419",30473,15.2,6000,785,2.6
30,2020-11-30,Brazlândia,"-15,631225","-48,131325",3046,1.5,4757,73,2.4
31,2020-11-30,Ceilândia,"-15,817297","-48,170523",27427,13.6,6179,712,2.6
32,2020-11-30,LESTE,"-15,835614","-47,715819",14057,7.0,4482,186,1.3
33,2020-11-30,Itapoã,"-15,744747","-47,764271",2240,1.1,3459,24,1.1
34,2020-11-30,Paranoá,"-15,931541","-47,525609",4154,2.1,5561,66,1.6
35,2020-11-30,São Sebastião,"-15,934012","-47,756858",5635,2.8,4858,77,1.4
36,2020-11-30,Jardim Botânico,"-15,855691","-47,809974",2028,1.0,3488,15,0.7
37,2020-11-30,População Privada de Liberdade,"-15,90473","-47,80732",1933,1.0,14397,4,0.2
38,2020-11-30,RA em Investigação,nan,nan,8422,4.2,0,0.0,
39,2020-11-30,Total DF,-15.773805,-47.807301,200976,100,6583,3612,1.8
