,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2020-11-29,SUDOESTE,"-15,848741","-48,067949",55209,27.5,6654,1045,1.9
1,2020-11-29,Águas Claras,"-15,835755","-48,023704",12033,6.0,7051,114,0.9
2,2020-11-29,Recanto das Emas,"-15,91697","-48,101851",5985,3.0,4518,146,2.4
3,2020-11-29,Samambaia,"-15,874647","-48,101735",14130,7.0,5768,310,2.2
4,2020-11-29,Taguatinga,"-15,829303","-48,055925",18811,9.4,9036,404,2.1
5,2020-11-29,Vicente Pires,"-15,80135","-48,029207",4250,2.1,5786,71,1.7
6,2020-11-29,CENTRAL,"-15,787416","-47,904364",31845,15.9,8109,400,1.3
7,2020-11-29,Plano Piloto,"-15,79558","-47,880991",19298,9.6,8379,272,1.4
8,2020-11-29,Sudoeste/Octogonal,"-15,791981","-47,929973",4372,2.2,7911,31,0.7
9,2020-11-29,Cruzeiro,"-15,783461","-47,935849",2370,1.2,7681,31,1.3
10,2020-11-29,Lago Norte,"-15,716136","-47,872314",2307,1.2,6213,28,1.2
11,2020-11-29,Lago Sul,"-15,866769","-47,863069",3180,1.6,10488,33,1.0
12,2020-11-29,CENTRO SUL,"-15,832904","-47,964603",22983,11.5,6035,410,1.8
13,2020-11-29,Candangolândia,"-15,850394","-47,948315",1328,0.7,8128,23,1.7
14,2020-11-29,Parkway,"-15,912218","-47,958777",1517,0.8,6579,31,2.0
15,2020-11-29,Guará,"-15,819059","-47,97966",10566,5.3,7517,190,1.8
16,2020-11-29,Núcleo Bandeirante,"-15,872164","-47,968502",1927,1.0,8022,41,2.1
17,2020-11-29,Riacho Fundo I,"-15,882885","-48,016893",3954,2.0,9024,64,1.6
18,2020-11-29,Riacho Fundo II,"-15,924313","-48,037374",2287,1.1,2442,32,1.4
19,2020-11-29,SCIA (Estrutural),"-15,783705","-47,987222",1332,0.7,3622,29,2.2
20,2020-11-29,SIA,"-15,802812","-47,960215",72,0.0,2747,0,0.0
21,2020-11-29,NORTE,"-15,661909","-47,813598",17395,8.7,4899,365,2.1
22,2020-11-29,Fercal,"-15,598803","-47,86915",126,0.1,1330,1,0.0
23,2020-11-29,Planaltina,"-15,713838","-47,520359",7834,3.9,3995,178,2.3
24,2020-11-29,Sobradinho I,"-15,653501","-47,802874",8254,4.1,11598,159,1.9
25,2020-11-29,Sobradinho II,"-15,621837","-47,803434",1181,0.6,1508,27,2.3
26,2020-11-29,SUL,"-16,025131","-48,051063",18384,9.2,6735,418,2.3
27,2020-11-29,Gama,"-15,99793","-48,145463",10884,5.4,7574,232,2.1
28,2020-11-29,Santa Maria,"-16,024697","-47,990179",7500,3.7,5801,186,2.5
29,2020-11-29,OESTE,"-15,76191","-48,139419",30401,15.2,5986,783,2.6
30,2020-11-29,Brazlândia,"-15,631225","-48,131325",3041,1.5,4749,73,2.4
31,2020-11-29,Ceilândia,"-15,817297","-48,170523",27360,13.6,6164,710,2.6
32,2020-11-29,LESTE,"-15,835614","-47,715819",14029,7.0,4474,186,1.3
33,2020-11-29,Itapoã,"-15,744747","-47,764271",2240,1.1,3459,24,1.1
34,2020-11-29,Paranoá,"-15,931541","-47,525609",4154,2.1,5561,66,1.6
35,2020-11-29,São Sebastião,"-15,934012","-47,756858",5610,2.8,4836,77,1.4
36,2020-11-29,Jardim Botânico,"-15,855691","-47,809974",2025,1.0,3483,15,0.7
37,2020-11-29,População Privada de Liberdade,"-15,90473","-47,80732",1933,1.0,14397,4,0.2
38,2020-11-29,RA em Investigação,nan,nan,8417,4.2,0,0.0,
39,2020-11-29,Total DF,-15.773805,-47.807301,200596,100,6571,3607,1.8
