,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,Sudoeste,-15.848741,-48.067949,270,22.1,32.54,6,2.2
1,Águas Claras,-15.835754999999999,-48.023703999999995,127,10.4,74.43,3,2.4
2,Recanto Das Emas,-15.916970000000001,-48.101851,18,1.5,13.59,1,5.6
3,Samambaia,-15.874647,-48.101735,47,3.8,19.19,1,2.1
4,Taguatinga,-15.829303,-48.055925,43,3.5,20.66,1,2.3
5,Vicente Pires,-15.80135,-48.029207,35,2.9,47.65,0,0.0
6,Central,-15.787416,-47.904364,377,30.9,96.00,3,0.8
7,Plano Piloto,-15.79558,-47.880990999999995,214,17.5,92.92,1,0.5
8,Sudoeste/Octogonal,-15.791981,-47.929973,48,3.9,86.87,1,2.1
9,Cruzeiro,-15.783460999999999,-47.935849,14,1.1,45.37,0,0.0
10,Lago Norte,-15.716135999999999,-47.872314,23,1.9,61.95,0,0.0
11,Lago Sul,-15.866769,-47.863069,77,6.3,253.96,1,1.3
12,Varjão do Torto,-15.709045999999999,-47.878307,1,0.1,11.33,0,0.0
13,Centro Sul,-15.832904000000001,-47.964603000000004,125,10.2,32.83,8,6.4
14,Candangolândia,-15.850394,-47.948315,2,0.2,12.24,0,0.0
15,Parkway,-15.912218,-47.958777000000005,17,1.4,73.73,0,0.0
16,Guará,-15.819059,-47.979659999999996,65,5.3,46.24,4,6.2
17,Núcleo Bandeirante,-15.872164000000001,-47.968502,10,0.8,41.63,1,10.0
18,Riacho Fundo I,-15.882885,-48.016892999999996,11,0.9,25.11,2,18.2
19,Riacho Fundo II,-15.924313,-48.037374,6,0.5,6.41,0,0.0
20,SCIA (Estrutural),-15.783705,-47.987221999999996,13,1.1,35.35,1,7.7
21,Norte,-15.661909,-47.813598,58,4.7,16.34,0,0.0
22,Fercal,-15.598803,-47.86915,0,0.0,0.00,0,0.0
23,Planaltina,-15.713838,-47.520359,24,2.0,12.24,0,0.0
24,Sobradinho I,-15.653501,-47.802873999999996,31,2.5,43.56,0,0.0
25,Sobradinho II,-15.621837,-47.803434,3,0.2,3.83,0,0.0
26,Sul,-16.025131,-48.051063,72,5.9,26.38,5,6.9
27,Gama,-15.997929999999998,-48.145463,43,3.5,29.93,3,7.0
28,Santa Maria,-16.024697,-47.990179,29,2.4,22.43,2,6.9
29,Oeste,-15.76191,-48.139419000000004,67,5.5,13.19,4,6.0
30,Brazlândia,-15.631225,-48.131325,8,0.7,12.49,0,0.0
31,Leste,-15.835614000000001,-47.715819,253,20.7,80.69,2,0.8
32,Itapoã,-15.744747,-47.764271,3,0.2,4.63,0,0.0
33,Paranoá,-15.931541000000001,-47.525609,9,0.7,12.05,0,0.0
34,São Sebastião,-15.934012,-47.756858,38,3.1,32.76,0,0.0
35,Jardim Botânico,-15.855691,-47.809974,25,2.0,43.00,2,8.0
36,População Privada de Liberdade,-15.904729999999999,-47.807320000000004,178,14.6,1325.79,0,0.0
