,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2021-02-24,SUDOESTE,"-15,848741","-48,067949",69598,27.1,8388,1238,1.8
1,2021-02-24,Águas Claras,"-15,835755","-48,023704",16352,6.4,9582,150,0.9
2,2021-02-24,Recanto das Emas,"-15,91697","-48,101851",7171,2.8,5414,157,2.2
3,2021-02-24,Samambaia,"-15,874647","-48,101735",16993,6.6,6937,362,2.1
4,2021-02-24,Taguatinga,"-15,829303","-48,055925",23543,9.2,11309,479,2.0
5,2021-02-24,Vicente Pires,"-15,80135","-48,029207",5539,2.2,7540,90,1.6
6,2021-02-24,CENTRAL,"-15,787416","-47,904364",45516,17.7,11590,527,1.2
7,2021-02-24,Plano Piloto,"-15,79558","-47,880991",27469,10.7,11926,344,1.3
8,2021-02-24,Sudoeste/Octogonal,"-15,791981","-47,929973",6263,2.4,11334,46,0.7
9,2021-02-24,Cruzeiro,"-15,783461","-47,935849",3254,1.3,10546,42,1.3
10,2021-02-24,Lago Norte,"-15,716136","-47,872314",3490,1.4,9400,43,1.2
11,2021-02-24,Lago Sul,"-15,866769","-47,863069",4604,1.8,15184,46,1.0
12,2021-02-24,CENTRO SUL,"-15,832904","-47,964603",29279,11.4,7688,498,1.7
13,2021-02-24,Candangolândia,"-15,850394","-47,948315",1566,0.6,9585,28,1.8
14,2021-02-24,Parkway,"-15,912218","-47,958777",2169,0.8,9406,35,1.6
15,2021-02-24,Guará,"-15,819059","-47,97966",14042,5.5,9990,226,1.6
16,2021-02-24,Núcleo Bandeirante,"-15,872164","-47,968502",2415,0.9,10054,51,2.1
17,2021-02-24,Riacho Fundo I,"-15,882885","-48,016893",4818,1.9,10996,85,1.8
18,2021-02-24,Riacho Fundo II,"-15,924313","-48,037374",2585,1.0,2761,41,1.6
19,2021-02-24,SCIA (Estrutural),"-15,783705","-47,987222",1608,0.6,4373,32,2.0
20,2021-02-24,SIA,"-15,802812","-47,960215",76,0.0,2899,0,0.0
21,2021-02-24,NORTE,"-15,661909","-47,813598",22420,8.7,6315,450,2.0
22,2021-02-24,Fercal,"-15,598803","-47,86915",206,0.1,2174,2,0.0
23,2021-02-24,Planaltina,"-15,713838","-47,520359",9840,3.8,5018,215,2.2
24,2021-02-24,Sobradinho I,"-15,653501","-47,802874",10989,4.3,15441,201,1.8
25,2021-02-24,Sobradinho II,"-15,621837","-47,803434",1385,0.5,1769,32,2.3
26,2021-02-24,SUL,"-16,025131","-48,051063",22876,8.9,8380,505,2.2
27,2021-02-24,Gama,"-15,99793","-48,145463",13529,5.3,9415,298,2.2
28,2021-02-24,Santa Maria,"-16,024697","-47,990179",9347,3.6,7230,207,2.2
29,2021-02-24,OESTE,"-15,76191","-48,139419",35961,14.0,7081,920,2.6
30,2021-02-24,Brazlândia,"-15,631225","-48,131325",3884,1.5,6066,94,2.4
31,2021-02-24,Ceilândia,"-15,817297","-48,170523",32077,12.5,7227,826,2.6
32,2021-02-24,LESTE,"-15,835614","-47,715819",17084,6.7,5448,225,1.3
33,2021-02-24,Itapoã,"-15,744747","-47,764271",2482,1.0,3833,25,1.0
34,2021-02-24,Paranoá,"-15,931541","-47,525609",4762,1.9,6375,72,1.5
35,2021-02-24,São Sebastião,"-15,934012","-47,756858",7042,2.7,6071,101,1.4
36,2021-02-24,Jardim Botânico,"-15,855691","-47,809974",2798,1.1,4812,23,0.8
37,2021-02-24,População Privada de Liberdade,"-15,90473","-47,80732",1984,0.8,14777,4,0.2
38,2021-02-24,RA em Investigação,nan,nan,11870,4.6,0,0.0,
39,2021-02-24,Total DF,-15.773805,-47.807301,256588,100,8405,4363,1.7
