,dataExtracao,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,2020-09-17,SUDOESTE,"-15,848741","-48,067949",43720,27.5,5269,805,1.8
1,2020-09-17,Águas Claras,"-15,835755","-48,023704",9112,5.7,5340,91,1.0
2,2020-09-17,Recanto das Emas,"-15,91697","-48,101851",4922,3.1,3716,124,2.5
3,2020-09-17,Samambaia,"-15,874647","-48,101735",11760,7.4,4800,236,2.0
4,2020-09-17,Taguatinga,"-15,829303","-48,055925",14724,9.3,7072,301,2.0
5,2020-09-17,Vicente Pires,"-15,80135","-48,029207",3202,2.0,4359,53,1.7
6,2020-09-17,CENTRAL,"-15,787416","-47,904364",23535,14.8,5993,294,1.2
7,2020-09-17,Plano Piloto,"-15,79558","-47,880991",14313,9.0,6214,202,1.4
8,2020-09-17,Sudoeste/Octogonal,"-15,791981","-47,929973",3206,2.0,5801,25,0.8
9,2020-09-17,Cruzeiro,"-15,783461","-47,935849",1704,1.1,5522,23,1.3
10,2020-09-17,Lago Norte,"-15,716136","-47,872314",1675,1.1,4511,17,1.0
11,2020-09-17,Lago Sul,"-15,866769","-47,863069",2374,1.5,7829,24,1.0
12,2020-09-17,CENTRO SUL,"-15,832904","-47,964603",17929,11.3,4708,306,1.7
13,2020-09-17,Candangolândia,"-15,850394","-47,948315",1054,0.7,6451,18,1.7
14,2020-09-17,Parkway,"-15,912218","-47,958777",1148,0.7,4978,23,2.0
15,2020-09-17,Guará,"-15,819059","-47,97966",7959,5.0,5662,140,1.8
16,2020-09-17,Núcleo Bandeirante,"-15,872164","-47,968502",1483,0.9,6174,28,1.9
17,2020-09-17,Riacho Fundo I,"-15,882885","-48,016893",3012,1.9,6874,47,1.6
18,2020-09-17,Riacho Fundo II,"-15,924313","-48,037374",2043,1.3,2182,24,1.2
19,2020-09-17,SCIA (Estrutural),"-15,783705","-47,987222",1161,0.7,3157,26,2.2
20,2020-09-17,SIA,"-15,802812","-47,960215",69,0.0,2632,0,0.0
21,2020-09-17,NORTE,"-15,661909","-47,813598",13867,8.7,3906,275,2.0
22,2020-09-17,Fercal,"-15,598803","-47,86915",112,0.1,1182,1,0.0
23,2020-09-17,Planaltina,"-15,713838","-47,520359",6270,4.0,3197,133,2.1
24,2020-09-17,Sobradinho I,"-15,653501","-47,802874",6464,4.1,9083,118,1.8
25,2020-09-17,Sobradinho II,"-15,621837","-47,803434",1021,0.6,1304,23,2.3
26,2020-09-17,SUL,"-16,025131","-48,051063",14654,9.2,5368,335,2.3
27,2020-09-17,Gama,"-15,99793","-48,145463",8607,5.4,5990,187,2.2
28,2020-09-17,Santa Maria,"-16,024697","-47,990179",6047,3.8,4677,148,2.4
29,2020-09-17,OESTE,"-15,76191","-48,139419",24535,15.5,4831,616,2.5
30,2020-09-17,Brazlândia,"-15,631225","-48,131325",2489,1.6,3887,58,2.3
31,2020-09-17,Ceilândia,"-15,817297","-48,170523",22046,13.9,4967,558,2.5
32,2020-09-17,LESTE,"-15,835614","-47,715819",11791,7.4,3760,145,1.2
33,2020-09-17,Itapoã,"-15,744747","-47,764271",1871,1.2,2889,20,1.1
34,2020-09-17,Paranoá,"-15,931541","-47,525609",3727,2.3,4989,55,1.5
35,2020-09-17,São Sebastião,"-15,934012","-47,756858",4574,2.9,3943,51,1.1
36,2020-09-17,Jardim Botânico,"-15,855691","-47,809974",1619,1.0,2784,15,0.9
37,2020-09-17,População Privada de Liberdade,"-15,90473","-47,80732",1815,1.1,13518,4,0.2
38,2020-09-17,RA em Investigação,nan,nan,6888,4.3,0,0.0,
39,2020-09-17,Total DF,-15.773805,-47.807301,158734,100,5200,2776,1.7
