,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,Sudoeste,-15.848741,-48.067949,209,20.1,25.19,6,2.9
1,Águas Claras,-15.835754999999999,-48.023703999999995,97,9.3,56.85,3,3.1
2,Recanto Das Emas,-15.916970000000001,-48.101851,15,1.4,11.33,1,6.7
3,Samambaia,-15.874647,-48.101735,35,3.4,14.29,1,2.9
4,Taguatinga,-15.829303,-48.055925,34,3.3,16.33,1,2.9
5,Vicente Pires,-15.80135,-48.029207,28,2.7,38.12,0,0.0
6,Central,-15.787416,-47.904364,355,34.2,90.40,3,0.8
7,Plano Piloto,-15.79558,-47.880990999999995,207,19.9,89.88,1,0.5
8,Sudoeste/Octogonal,-15.791981,-47.929973,44,4.2,79.63,1,2.3
9,Cruzeiro,-15.783460999999999,-47.935849,14,1.3,45.37,0,0.0
10,Lago Norte,-15.716135999999999,-47.872314,22,2.1,59.26,0,0.0
11,Lago Sul,-15.866769,-47.863069,67,6.4,220.98,1,1.5
12,Varjão do Torto,-15.709045999999999,-47.878307,1,0.1,11.33,0,0.0
13,Centro Sul,-15.832904000000001,-47.964603000000004,108,10.4,28.36,7,6.5
14,Candangolândia,-15.850394,-47.948315,3,0.3,18.36,0,0.0
15,Parkway,-15.912218,-47.958777000000005,15,1.4,65.05,0,0.0
16,Guará,-15.819059,-47.979659999999996,56,5.4,39.84,3,5.4
17,Núcleo Bandeirante,-15.872164000000001,-47.968502,11,1.1,45.80,1,9.1
18,Riacho Fundo I,-15.882885,-48.016892999999996,6,0.6,13.69,2,33.3
19,Riacho Fundo II,-15.924313,-48.037374,4,0.4,4.27,0,0.0
20,SCIA (Estrutural),-15.783705,-47.987221999999996,11,1.1,29.92,1,9.1
21,Norte,-15.661909,-47.813598,37,3.6,10.42,0,0.0
22,Fercal,-15.598803,-47.86915,0,0.0,0.00,0,0.0
23,Planaltina,-15.713838,-47.520359,15,1.4,7.65,0,0.0
24,Sobradinho I,-15.653501,-47.802873999999996,20,1.9,28.10,0,0.0
25,Sobradinho II,-15.621837,-47.803434,2,0.2,2.55,0,0.0
26,Sul,-16.025131,-48.051063,58,5.6,21.25,5,8.6
27,Gama,-15.997929999999998,-48.145463,34,3.3,23.66,3,8.8
28,Santa Maria,-16.024697,-47.990179,24,2.3,18.57,2,8.3
29,Oeste,-15.76191,-48.139419000000004,53,5.1,10.44,4,7.5
30,Brazlândia,-15.631225,-48.131325,5,0.5,7.81,0,0.0
31,Leste,-15.835614000000001,-47.715819,219,21.1,69.84,2,0.9
32,Itapoã,-15.744747,-47.764271,1,0.1,1.54,0,0.0
33,Paranoá,-15.931541000000001,-47.525609,5,0.5,6.69,0,0.0
34,São Sebastião,-15.934012,-47.756858,31,3.0,26.73,0,0.0
35,Jardim Botânico,-15.855691,-47.809974,21,2.0,36.12,2,9.5
36,População Privada de Liberdade,-15.904729999999999,-47.807320000000004,161,15.5,1199.17,0,0.0
