,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,SUDOESTE,"-15,848741","-48,067949",2180,23.0,262.75,51,2.3
1,Águas Claras,"-15,835755","-48,023704",478,5.0,280.13,10,2.1
2,Recanto das Emas,"-15,91697","-48,101851",211,2.2,159.31,10,4.7
3,Samambaia,"-15,874647","-48,101735",659,6.9,269.02,23,3.5
4,Taguatinga,"-15,829303","-48,055925",695,7.3,333.85,7,1.0
5,Vicente Pires,"-15,80135","-48,029207",137,1.4,186.52,1,0.7
6,CENTRAL,"-15,787416","-47,904364",1571,16.6,400.05,17,1.1
7,Plano Piloto,"-15,79558","-47,880991",951,10.0,412.92,10,1.1
8,Sudoeste/Octogonal,"-15,791981","-47,929973",178,1.9,322.13,4,2.2
9,Cruzeiro,"-15,783461","-47,935849",97,1.0,314.38,0,0.0
10,Lago Norte,"-15,716136","-47,872314",134,1.4,360.92,1,0.7
11,Lago Sul,"-15,866769","-47,863069",203,2.1,669.53,2,1.0
12,Varjão do Torto,"-15,709046","-47,878307",8,0.1,90.61,0,0.0
13,CENTRO SUL,"-15,832904","-47,964603",962,10.1,252.63,23,2.4
14,Candangolândia,"-15,850394","-47,948315",39,0.4,238.71,1,2.6
15,Parkway,"-15,912218","-47,958777",71,0.7,307.92,1,1.4
16,Guará,"-15,819059","-47,97966",387,4.1,275.33,10,2.6
17,Núcleo Bandeirante,"-15,872164","-47,968502",84,0.9,349.72,2,2.4
18,Riacho Fundo I,"-15,882885","-48,016893",157,1.7,358.32,5,3.2
19,Riacho Fundo II,"-15,924313","-48,037374",54,0.6,57.68,1,1.9
20,SCIA (Estrutural),"-15,783705","-47,987222",166,1.7,451.45,3,1.8
21,SIA,"-15,802812","-47,960215",4,0.0,152.61,0,0.0
22,NORTE,"-15,661909","-47,813598",819,8.6,230.70,10,1.2
23,Fercal,"-15,598803","-47,86915",11,0.1,116.13,0,0.0
24,Planaltina,"-15,713838","-47,520359",421,4.4,214.70,6,1.4
25,Sobradinho I,"-15,653501","-47,802874",340,3.6,477.76,4,1.2
26,Sobradinho II,"-15,621837","-47,803434",47,0.5,60.04,0,0.0
27,SUL,"-16,025131","-48,051063",756,8.0,276.96,13,1.7
28,Gama,"-15,99793","-48,145463",438,4.6,304.83,7,1.6
29,Santa Maria,"-16,024697","-47,990179",318,3.4,245.99,6,1.9
30,OESTE,"-15,76191","-48,139419",1263,13.3,248.69,38,3.0
31,Brazlândia,"-15,631225","-48,131325",145,1.5,226.47,3,2.1
32,Ceilândia,"-15,817297","-48,170523",1118,11.8,251.90,35,3.1
33,LESTE,"-15,835614","-47,715819",639,6.7,203.79,8,1.3
34,Itapoã,"-15,744747","-47,764271",53,0.6,81.86,1,1.9
35,Paranoá,"-15,931541","-47,525609",236,2.5,315.97,1,0.4
36,São Sebastião,"-15,934012","-47,756858",237,2.5,204.33,3,1.3
37,Jardim Botânico,"-15,855691","-47,809974",113,1.2,194.37,2,1.8
38,População Privada de Liberdade,"-15,90473","-47,80732",764,8.1,5690.45,1,0.1
39,RA em Investigação,nan,nan,532,5.6,0,0.0,
