,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,SUDOESTE,"-15,848741","-48,067949",1155,23.3,139.21,22,1.9
1,Águas Claras,"-15,835755","-48,023704",330,6.7,193.39,8,2.4
2,Recanto das Emas,"-15,91697","-48,101851",100,2.0,75.50,3,3.0
3,Samambaia,"-15,874647","-48,101735",328,6.6,133.90,8,2.4
4,Taguatinga,"-15,829303","-48,055925",317,6.4,152.27,3,0.9
5,Vicente Pires,"-15,80135","-48,029207",80,1.6,108.91,0,0.0
6,CENTRAL,"-15,787416","-47,904364",985,19.9,250.83,5,0.5
7,Plano Piloto,"-15,79558","-47,880991",588,11.9,255.31,3,0.5
8,Sudoeste/Octogonal,"-15,791981","-47,929973",103,2.1,186.40,1,1.0
9,Cruzeiro,"-15,783461","-47,935849",53,1.1,171.78,0,0.0
10,Lago Norte,"-15,716136","-47,872314",82,1.7,220.86,0,0.0
11,Lago Sul,"-15,866769","-47,863069",155,3.1,511.21,1,0.6
12,Varjão do Torto,"-15,709046","-47,878307",4,0.1,45.31,0,0.0
13,CENTRO SUL,"-15,832904","-47,964603",461,9.3,121.06,14,3.0
14,Candangolândia,"-15,850394","-47,948315",22,0.4,134.66,1,4.5
15,Parkway,"-15,912218","-47,958777",45,0.9,195.16,0,0.0
16,Guará,"-15,819059","-47,97966",223,4.5,158.65,6,2.7
17,Núcleo Bandeirante,"-15,872164","-47,968502",37,0.7,154.04,1,2.7
18,Riacho Fundo I,"-15,882885","-48,016893",69,1.4,157.48,3,4.3
19,Riacho Fundo II,"-15,924313","-48,037374",25,0.5,26.70,1,4.0
20,SCIA (Estrutural),"-15,783705","-47,987222",35,0.7,95.19,2,5.7
21,SIA,"-15,802812","-47,960215",5,0.1,190.77,0,0.0
22,NORTE,"-15,661909","-47,813598",369,7.4,103.94,7,1.9
23,Fercal,"-15,598803","-47,86915",5,0.1,52.79,0,0.0
24,Planaltina,"-15,713838","-47,520359",184,3.7,93.84,6,3.3
25,Sobradinho I,"-15,653501","-47,802874",157,3.2,220.61,1,0.6
26,Sobradinho II,"-15,621837","-47,803434",23,0.5,29.38,0,0.0
27,SUL,"-16,025131","-48,051063",375,7.6,137.38,8,2.1
28,Gama,"-15,99793","-48,145463",224,4.5,155.89,4,1.8
29,Santa Maria,"-16,024697","-47,990179",151,3.0,116.81,4,2.6
30,OESTE,"-15,76191","-48,139419",539,10.9,106.13,18,3.3
31,Brazlândia,"-15,631225","-48,131325",64,1.3,99.96,0,0.0
32,Ceilândia,"-15,817297","-48,170523",475,9.6,107.02,18,3.8
33,LESTE,"-15,835614","-47,715819",343,6.9,109.39,5,1.5
34,Itapoã,"-15,744747","-47,764271",25,0.5,38.61,1,4.0
35,Paranoá,"-15,931541","-47,525609",94,1.9,125.85,0,0.0
36,São Sebastião,"-15,934012","-47,756858",142,2.9,122.43,1,0.7
37,Jardim Botânico,"-15,855691","-47,809974",82,1.7,141.04,2,2.4
38,População Privada de Liberdade,"-15,90473","-47,80732",590,11.9,4394.46,1,0.2
39,RA em Investigação,nan,nan,140,2.8,0,0.0,
