,regiao,latitude,longitude,num,porcentagem,incidencia,obitos,porcentagem obitos
0,SUDOESTE,-15.848741,-48.067949,1.531,23.7,184.53,34,2.2
1,Recanto das Emas,-15.916970000000001,-48.101851,145,2.2,109.48,4,2.8
2,Samambaia,-15.874647,-48.101735,459,7.1,187.38,18,3.9
3,Taguatinga,-15.829303,-48.055925,444,6.9,213.28,4,0.9
4,Vicente Pires,-15.80135,-48.029207,99,1.5,134.78,0,0.0
5,CENTRAL,-15.787416,-47.904364,1.184,18.4,301.50,8,0.7
6,Plano Piloto,-15.79558,-47.880990999999995,722,11.2,313.49,6,0.8
7,Sudoeste/octogonal,-15.791981,-47.929973,126,2.0,228.02,1,0.8
8,Cruzeiro,-15.783460999999999,-47.935849,72,1.1,233.36,0,0.0
9,Lago Norte,-15.716135999999999,-47.872314,95,1.5,255.88,0,0.0
10,Lago Sul,-15.866769,-47.863069,165,2.6,544.20,1,0.6
11,Varjão do Torto,-15.709045999999999,-47.878307,4,0.1,45.31,0,0.0
12,CENTRO SUL,-15.832904000000001,-47.964603000000004,597,9.3,156.78,19,3.2
13,Candangolândia,-15.850394,-47.948315,24,0.4,146.90,1,4.2
14,Parkway,-15.912218,-47.958777000000005,55,0.9,238.53,1,1.8
15,Guará,-15.819059,-47.979659999999996,285,4.4,202.76,9,3.2
16,Núcleo Bandeirante,-15.872164000000001,-47.968502,46,0.7,191.52,1,2.2
17,Riacho Fundo I,-15.882885,-48.016892999999996,100,1.6,228.23,4,4.0
18,Riacho Fundo II,-15.924313,-48.037374,35,0.5,37.39,1,2.9
19,Scia (Estrutural),-15.783705,-47.987221999999996,48,0.7,130.54,2,4.2
20,S i a,-15.802812,-47.960215000000005,4,0.1,152.61,0,0.0
21,NORTE,-15.661909,-47.813598,523,8.1,147.32,8,1.5
22,Fercal,-15.598803,-47.86915,9,0.1,95.02,0,0.0
23,Planaltina,-15.713838,-47.520359,259,4.0,132.08,6,2.3
24,Sobradinho I,-15.653501,-47.802873999999996,223,3.5,313.36,2,0.9
25,Sobradinho II,-15.621837,-47.803434,32,0.5,40.88,0,0.0
26,SUL,-16.025131,-48.051063,505,7.8,185.01,10,2.0
27,Gama,-15.997929999999998,-48.145463,293,4.5,203.91,4,1.4
28,Santa Maria,-16.024697,-47.990179,212,3.3,164.00,6,2.8
29,OESTE,-15.76191,-48.139419000000004,727,11.3,143.15,28,3.9
30,Brazlândia,-15.631225,-48.131325,87,1.3,135.88,2,2.3
31,LESTE,-15.835614000000001,-47.715819,459,7.1,146.38,7,1.5
32,Itapoã,-15.744747,-47.764271,35,0.5,54.06,1,2.9
33,Paranoá,-15.931541000000001,-47.525609,149,2.3,199.49,0,0.0
34,São Sebastião,-15.934012,-47.756858,179,2.8,154.33,3,1.7
35,Jardim Botânico,-15.855691,-47.809974,96,1.5,165.12,2,2.1
36,População Privada de Liberdade,-15.904729999999999,-47.807320000000004,675,10.5,5027.56,1,0.1
37,Ra em Investigação,nan,nan,250,3.9,0,0,0.0
